BIN,PRODUCTO,NATURALEZA,MARCA
51904036,LANA DEBITO,DEBITO,MASTER CARD
51904037,LANA DEBITO,DEBITO,MASTER CARD
51904038,LANA DEBITO,DEBITO,MASTER CARD
51904039,LANA DEBITO,DEBITO,MASTER CARD
51904040,LANA DEBITO,DEBITO,MASTER CARD
51904041,LANA DEBITO,DEBITO,MASTER CARD
51904042,LANA DEBITO,DEBITO,MASTER CARD
51904043,LANA DEBITO,DEBITO,MASTER CARD
51904044,LANA DEBITO,DEBITO,MASTER CARD
51904045,LANA DEBITO,DEBITO,MASTER CARD
51904046,LANA DEBITO,DEBITO,MASTER CARD
51904047,LANA DEBITO,DEBITO,MASTER CARD
51904048,LANA DEBITO,DEBITO,MASTER CARD
51904049,LANA DEBITO,DEBITO,MASTER CARD
51904050,LANA DEBITO,DEBITO,MASTER CARD
51904051,LANA DEBITO,DEBITO,MASTER CARD
51904052,LANA DEBITO,DEBITO,MASTER CARD
51904053,LANA DEBITO,DEBITO,MASTER CARD
51904054,LANA DEBITO,DEBITO,MASTER CARD
51904055,LANA DEBITO,DEBITO,MASTER CARD
51904056,LANA DEBITO,DEBITO,MASTER CARD
51904057,LANA DEBITO,DEBITO,MASTER CARD
51904058,LANA DEBITO,DEBITO,MASTER CARD
51904059,LANA DEBITO,DEBITO,MASTER CARD
51904060,LANA DEBITO,DEBITO,MASTER CARD
51904061,LANA DEBITO,DEBITO,MASTER CARD
51904062,LANA DEBITO,DEBITO,MASTER CARD
51904063,LANA DEBITO,DEBITO,MASTER CARD
51904064,LANA DEBITO,DEBITO,MASTER CARD
51904065,LANA DEBITO,DEBITO,MASTER CARD
51904066,LANA DEBITO,DEBITO,MASTER CARD
51904067,LANA DEBITO,DEBITO,MASTER CARD
51904068,LANA DEBITO,DEBITO,MASTER CARD
51904069,LANA DEBITO,DEBITO,MASTER CARD
51904070,LANA DEBITO,DEBITO,MASTER CARD
51904071,LANA DEBITO,DEBITO,MASTER CARD
51904072,LANA DEBITO,DEBITO,MASTER CARD
51904073,LANA DEBITO,DEBITO,MASTER CARD
51904074,LANA DEBITO,DEBITO,MASTER CARD
51904075,LANA DEBITO,DEBITO,MASTER CARD
51904076,LANA DEBITO,DEBITO,MASTER CARD
51904077,LANA DEBITO,DEBITO,MASTER CARD
51904078,LANA DEBITO,DEBITO,MASTER CARD
51904079,LANA DEBITO,DEBITO,MASTER CARD
51904080,LANA DEBITO,DEBITO,MASTER CARD
51904081,LANA DEBITO,DEBITO,MASTER CARD
51904082,LANA DEBITO,DEBITO,MASTER CARD
51904083,LANA DEBITO,DEBITO,MASTER CARD
51904084,LANA DEBITO,DEBITO,MASTER CARD
51904085,LANA DEBITO,DEBITO,MASTER CARD
51904086,LANA DEBITO,DEBITO,MASTER CARD
51904087,LANA DEBITO,DEBITO,MASTER CARD
51904088,LANA DEBITO,DEBITO,MASTER CARD
51904089,LANA DEBITO,DEBITO,MASTER CARD
51904090,LANA DEBITO,DEBITO,MASTER CARD
51904091,LANA DEBITO,DEBITO,MASTER CARD
51904092,LANA DEBITO,DEBITO,MASTER CARD
51904093,LANA DEBITO,DEBITO,MASTER CARD
51904094,LANA DEBITO,DEBITO,MASTER CARD
51904095,LANA DEBITO,DEBITO,MASTER CARD
51904096,LANA DEBITO,DEBITO,MASTER CARD
51904097,LANA DEBITO,DEBITO,MASTER CARD
51904098,LANA DEBITO,DEBITO,MASTER CARD
51904099,LANA DEBITO,DEBITO,MASTER CARD
51911100,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911101,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911102,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911103,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911104,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911105,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911106,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911107,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911108,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911109,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911110,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911111,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911112,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911113,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911114,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911115,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911116,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911117,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911118,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911119,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911120,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911121,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911122,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911123,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911124,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911125,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911126,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911127,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911128,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911129,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911130,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911131,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911132,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911133,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911134,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911135,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911136,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911137,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911138,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911139,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911140,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911141,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911142,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911143,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911144,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911145,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911146,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911147,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911148,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911149,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911150,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911151,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911152,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911153,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911154,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911155,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911156,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911157,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911158,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911159,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911160,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911161,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911162,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911163,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911164,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911165,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911166,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911167,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911168,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911169,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911170,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911171,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911172,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911173,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911174,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911175,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911176,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911177,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911178,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911179,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911180,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911181,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911182,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911183,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911184,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911185,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911186,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911187,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911188,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911189,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911190,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911191,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911192,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911193,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911194,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911195,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911196,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911197,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911198,MASTERCARD BROXEL,CREDITO,MASTER CARD
51911199,MASTERCARD BROXEL,CREDITO,MASTER CARD
51935600,DOCK MASTERCARD DEBITO,DEBITO,MASTER CARD
51946400,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946401,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946402,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946403,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946404,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946405,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946406,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946407,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946408,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946409,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946410,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946411,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946412,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946413,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946414,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946415,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946416,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946417,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946418,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946419,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946420,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946421,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946422,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946423,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946424,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946425,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946426,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946427,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946428,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946429,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946430,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946431,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946432,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946433,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946434,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946435,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946436,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946437,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946438,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946439,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946440,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946441,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946442,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946443,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946444,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946445,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946446,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946447,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946448,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946449,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946450,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946451,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946452,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946453,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946454,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946455,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946456,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946457,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946458,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946459,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946460,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946461,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946462,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946463,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946464,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946465,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946466,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946467,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946468,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946469,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946470,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946471,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946472,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946473,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946474,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946475,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946476,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946477,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946478,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946479,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946480,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946481,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946482,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946483,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946484,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946485,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946486,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946487,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946488,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946489,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946490,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946491,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946492,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946493,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946494,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946495,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946496,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946497,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946498,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51946499,MDS DEBIT MASTERCARD,DEBITO,MASTER CARD
51953700,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953701,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953702,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953703,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953704,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953705,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953706,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953707,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953708,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953709,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953710,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953711,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953712,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953713,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953714,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953715,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953716,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953717,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953718,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953719,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953720,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953721,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953722,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953723,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953724,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953725,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953726,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953727,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953728,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953729,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953730,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953731,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953732,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953733,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953734,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953735,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953736,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953737,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953738,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953739,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953740,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953741,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953742,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953743,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953744,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953745,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953746,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953747,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953748,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953749,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953750,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953751,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953752,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953753,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953754,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953755,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953756,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953757,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953758,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953759,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953760,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953761,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953762,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953763,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953764,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953765,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953766,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953767,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953768,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953769,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953770,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953771,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953772,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953773,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953774,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953775,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953776,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953777,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953778,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953779,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953780,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953781,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953782,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953783,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953784,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953785,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953786,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953787,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953788,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953789,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953790,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953791,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953792,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953793,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953794,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953795,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953796,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953797,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953798,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51953799,MDG DEBIT PLATINUM MASTERCARD,DEBITO,MASTER CARD
51963300,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963301,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963302,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963303,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963304,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963305,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963306,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963307,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963308,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963309,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963310,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963311,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963312,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963313,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963314,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963315,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963316,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963317,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963318,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963319,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963320,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963321,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963322,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963323,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963324,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963325,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963326,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963327,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963328,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963329,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963330,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963331,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963332,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963333,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963334,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963335,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963336,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963337,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963338,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963339,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963340,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963341,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963342,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963343,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963344,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963345,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963346,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963347,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963348,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963349,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963350,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963351,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963352,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963353,CITIBANAMEX PAY,DEBITO,MASTER CARD
51963354,CITIBANAMEX PAY,DEBITO,MASTER CARD
